2110,,,R.07/12/05,,,,対象外,0,,売上高(10%),,赤坂元気(仮),課税売上込10%,2217604,,リクルートペイメント　売上,,,3,,,0,0,no
2100,,,R.07/12/05,クレジット手数料,クレジット手数料(課税),赤坂元気(仮),課対仕入込10%適格,13539,,,,,対象外,0,,リクルートペイメント　手数料/課税,,,3,,,0,0,no
2100,,,R.07/12/05,クレジット手数料,クレジット手数料,赤坂元気(仮),非課仕入,58362,,,,,対象外,0,,リクルートペイメント　手数料/非課税,,,3,,,0,0,no
2101,,,R.07/12/05,売掛金,㈱ﾘｸﾙｰﾄﾍﾟｲﾒﾝﾄ/赤坂元気,,対象外,2145703,,,,,対象外,0,,リクルートペイメント　入金額,,,3,,,0,0,no
2110,,,R.07/12/15,,,,対象外,0,,売上高(10%),,赤坂元気(仮),課税売上込10%,161485,,リクルートペイメント　売上(2025-11(月末)),,,3,,,0,0,no
2100,,,R.07/12/15,クレジット手数料,クレジット手数料(課税),赤坂元気(仮),課対仕入込10%適格,1172,,,,,対象外,0,,リクルートペイメント　手数料/課税(2025-11(月末)),,,3,,,0,0,no
2100,,,R.07/12/15,クレジット手数料,クレジット手数料,赤坂元気(仮),非課仕入,4109,,,,,対象外,0,,リクルートペイメント　手数料/非課税(2025-11(月末)),,,3,,,0,0,no
2101,,,R.07/12/15,売掛金,㈱ﾘｸﾙｰﾄﾍﾟｲﾒﾝﾄ/赤坂元気,,対象外,156204,,,,,対象外,0,,リクルートペイメント　入金額(2025-11(月末)),,,3,,,0,0,no
2110,,,R.07/12/15,,,,対象外,0,,売上高(10%),,赤坂元気(仮),課税売上込10%,1646644,,リクルートペイメント　売上,,,3,,,0,0,no
2100,,,R.07/12/15,クレジット手数料,クレジット手数料(課税),赤坂元気(仮),課対仕入込10%適格,16083,,,,,対象外,0,,リクルートペイメント　手数料/課税,,,3,,,0,0,no
2100,,,R.07/12/15,クレジット手数料,クレジット手数料,赤坂元気(仮),非課仕入,37963,,,,,対象外,0,,リクルートペイメント　手数料/非課税,,,3,,,0,0,no
2101,,,R.07/12/15,売掛金,㈱ﾘｸﾙｰﾄﾍﾟｲﾒﾝﾄ/赤坂元気,,対象外,1592598,,,,,対象外,0,,リクルートペイメント　入金額,,,3,,,0,0,no
2110,,,R.07/12/25,,,,対象外,0,,売上高(10%),,赤坂元気(仮),課税売上込10%,2587520,,リクルートペイメント　売上,,,3,,,0,0,no
2100,,,R.07/12/25,クレジット手数料,クレジット手数料(課税),赤坂元気(仮),課対仕入込10%適格,25387,,,,,対象外,0,,リクルートペイメント　手数料/課税,,,3,,,0,0,no
2100,,,R.07/12/25,クレジット手数料,クレジット手数料,赤坂元気(仮),非課仕入,59246,,,,,対象外,0,,リクルートペイメント　手数料/非課税,,,3,,,0,0,no
2101,,,R.07/12/25,売掛金,㈱ﾘｸﾙｰﾄﾍﾟｲﾒﾝﾄ/赤坂元気,,対象外,2502887,,,,,対象外,0,,リクルートペイメント　入金額,,,3,,,0,0,no
