2110,,,R.07/11/06,,,,対象外,0,,売上高(10%),,Crab Shrimp and Oyster,課税売上込10%,1105610,,リクルートペイメント　売上,,,3,,,0,0,no
2100,,,R.07/11/06,クレジット手数料,クレジット手数料,Crab Shrimp and Oyster,非課仕入,33881,,,,,対象外,0,,リクルートペイメント　手数料/非課税,,,3,,,0,0,no
2101,,,R.07/11/06,売掛金,㈱ﾘｸﾙｰﾄﾍﾟｲﾒﾝﾄ/CSO,,対象外,1071729,,,,,対象外,0,,リクルートペイメント　入金額,,,3,,,0,0,no
2110,,,R.07/11/17,,,,対象外,0,,売上高(10%),,Crab Shrimp and Oyster,課税売上込10%,97613,,リクルートペイメント　売上(2025-10(月末)),,,3,,,0,0,no
2100,,,R.07/11/17,クレジット手数料,クレジット手数料,Crab Shrimp and Oyster,非課仕入,3066,,,,,対象外,0,,リクルートペイメント　手数料/非課税(2025-10(月末)),,,3,,,0,0,no
2101,,,R.07/11/17,売掛金,㈱ﾘｸﾙｰﾄﾍﾟｲﾒﾝﾄ/CSO,,対象外,94547,,,,,対象外,0,,リクルートペイメント　入金額(2025-10(月末)),,,3,,,0,0,no
2110,,,R.07/11/17,,,,対象外,0,,売上高(10%),,Crab Shrimp and Oyster,課税売上込10%,1534305,,リクルートペイメント　売上,,,3,,,0,0,no
2100,,,R.07/11/17,クレジット手数料,クレジット手数料(課税),Crab Shrimp and Oyster,課対仕入込10%適格,7389,,,,,対象外,0,,リクルートペイメント　手数料/課税,,,3,,,0,0,no
2100,,,R.07/11/17,クレジット手数料,クレジット手数料,Crab Shrimp and Oyster,非課仕入,41046,,,,,対象外,0,,リクルートペイメント　手数料/非課税,,,3,,,0,0,no
2101,,,R.07/11/17,売掛金,㈱ﾘｸﾙｰﾄﾍﾟｲﾒﾝﾄ/CSO,,対象外,1485870,,,,,対象外,0,,リクルートペイメント　入金額,,,3,,,0,0,no
2110,,,R.07/11/26,,,,対象外,0,,売上高(10%),,Crab Shrimp and Oyster,課税売上込10%,1504570,,リクルートペイメント　売上,,,3,,,0,0,no
2100,,,R.07/11/26,クレジット手数料,クレジット手数料(課税),Crab Shrimp and Oyster,課対仕入込10%適格,7643,,,,,対象外,0,,リクルートペイメント　手数料/課税,,,3,,,0,0,no
2100,,,R.07/11/26,クレジット手数料,クレジット手数料,Crab Shrimp and Oyster,非課仕入,40139,,,,,対象外,0,,リクルートペイメント　手数料/非課税,,,3,,,0,0,no
2101,,,R.07/11/26,売掛金,㈱ﾘｸﾙｰﾄﾍﾟｲﾒﾝﾄ/CSO,,対象外,1456788,,,,,対象外,0,,リクルートペイメント　入金額,,,3,,,0,0,no
